11001000000	11001000000
11001001000	11001001000
11001001000	11001000000
11001002000	11001002000
11001002000	11001000000
11001003000	11001003000
11001003000	11001000000
11001004000	11001004000
11001004000	11001000000
11001005000	11001005000
11001005000	11001000000
11001006000	11001006000
11001006000	11001000000
11001007000	11001007000
11001007000	11001000000
11001008000	11001008000
11001008000	11001000000
11001009000	11001009000
11001009000	11001000000
11002000000	11002000000
11002001000	11002001000
11002001000	11002000000
11002002000	11002002000
11002002000	11002000000
11002003000	11002003000
11002003000	11002000000
11002004000	11002004000
11002004000	11002000000
11002005000	11002005000
11002005000	11002000000
11002006000	11002006000
11002006000	11002000000
11002007000	11002007000
11002007000	11002000000
11002008000	11002008000
11002008000	11002000000
11002009000	11002009000
11002009000	11002000000
11002010000	11002010000
11002010000	11002000000
11002011000	11002011000
11002011000	11002000000
11002012000	11002012000
11002012000	11002000000
11002013000	11002013000
11002013000	11002000000
11002014000	11002014000
11002014000	11002000000
11002015000	11002015000
11002015000	11002000000
11002016000	11002016000
11002016000	11002000000
11002017000	11002017000
11002017000	11002000000
11002018000	11002018000
11002018000	11002000000
11002019000	11002019000
11002019000	11002000000
11002020000	11002020000
11002020000	11002000000
11002021000	11002021000
11002021000	11002000000
11002022000	11002022000
11002022000	11002000000
11002023000	11002023000
11002023000	11002000000
11002024000	11002024000
11002024000	11002000000
11002025000	11002025000
11002025000	11002000000
11002026000	11002026000
11002026000	11002000000
11002027000	11002027000
11002027000	11002000000
11003000000	11003000000
11003001000	11003001000
11003001000	11003000000
11003002000	11003002000
11003002000	11003000000
11003003000	11003003000
11003003000	11003000000
11003004000	11003004000
11003004000	11003000000
11003005000	11003005000
11003005000	11003000000
11004000000	11004000000
11004001000	11004001000
11004001000	11004000000
11004001001	11004001001
11004001001	11004001000
11004001001	11004000000
11004001002	11004001002
11004001002	11004001000
11004001002	11004000000
11004001003	11004001003
11004001003	11004001000
11004001003	11004000000
11004002000	11004002000
11004002000	11004000000
11004002001	11004002001
11004002001	11004002000
11004002001	11004000000
11004002002	11004002002
11004002002	11004002000
11004002002	11004000000
11004002003	11004002003
11004002003	11004002000
11004002003	11004000000
11004003000	11004003000
11004003000	11004000000
11004003001	11004003001
11004003001	11004003000
11004003001	11004000000
11004003002	11004003002
11004003002	11004003000
11004003002	11004000000
11004003003	11004003003
11004003003	11004003000
11004003003	11004000000
11004004000	11004004000
11004004000	11004000000
11004004001	11004004001
11004004001	11004004000
11004004001	11004000000
11004004002	11004004002
11004004002	11004004000
11004004002	11004000000
11004004003	11004004003
11004004003	11004004000
11004004003	11004000000
11004004004	11004004004
11004004004	11004004000
11004004004	11004000000
11005000000	11005000000
11005001000	11005001000
11005001000	11005000000
11005002000	11005002000
11005002000	11005000000
11005003000	11005003000
11005003000	11005000000
11005004000	11005004000
11005004000	11005000000
11005005000	11005005000
11005005000	11005000000
11005006000	11005006000
11005006000	11005000000
11005007000	11005007000
11005007000	11005000000
11005008000	11005008000
11005008000	11005000000
11005009000	11005009000
11005009000	11005000000
11005010000	11005010000
11005010000	11005000000
11006000000	11006000000
11007000000	11007000000
12002000000	12002000000
12002001000	12002001000
12002001000	12002000000
12002002000	12002002000
12002002000	12002000000
12002002001	12002002001
12002002001	12002002000
12002002001	12002000000
12002002002	12002002002
12002002002	12002002000
12002002002	12002000000
12002002003	12002002003
12002002003	12002002000
12002002003	12002000000
12002002004	12002002004
12002002004	12002002000
12002002004	12002000000
12002002005	12002002005
12002002005	12002002000
12002002005	12002000000
12002003000	12002003000
12002003000	12002000000
12002003001	12002003001
12002003001	12002003000
12002003001	12002000000
12002003002	12002003002
12002003002	12002003000
12002003002	12002000000
12002003003	12002003003
12002003003	12002003000
12002003003	12002000000
12002003004	12002003004
12002003004	12002003000
12002003004	12002000000
12002003005	12002003005
12002003005	12002003000
12002003005	12002000000
12002003006	12002003006
12002003006	12002003000
12002003006	12002000000
12002004000	12002004000
12002004000	12002000000
12002005000	12002005000
12002005000	12002000000
12002006000	12002006000
12002006000	12002000000
12005000000	12005000000
12006000000	12006000000
12006001000	12006001000
12006001000	12006000000
12006002000	12006002000
12006002000	12006000000
12006003000	12006003000
12006003000	12006000000
12006004000	12006004000
12006004000	12006000000
12006005000	12006005000
12006005000	12006000000
12006006000	12006006000
12006006000	12006000000
12006007000	12006007000
12006007000	12006000000
12006008000	12006008000
12006008000	12006000000
12006009000	12006009000
12006009000	12006000000
12008000000	12008000000
12008001000	12008001000
12008001000	12008000000
12008002000	12008002000
12008002000	12008000000
12008003000	12008003000
12008003000	12008000000
12008004000	12008004000
12008004000	12008000000
12008004001	12008004001
12008004001	12008004000
12008004001	12008000000
12008004002	12008004002
12008004002	12008004000
12008004002	12008000000
12008004003	12008004003
12008004003	12008004000
12008004003	12008000000
12008004004	12008004004
12008004004	12008004000
12008004004	12008000000
12008004005	12008004005
12008004005	12008004000
12008004005	12008000000
12008004006	12008004006
12008004006	12008004000
12008004006	12008000000
12008004007	12008004007
12008004007	12008004000
12008004007	12008000000
12008004008	12008004008
12008004008	12008004000
12008004008	12008000000
12008004009	12008004009
12008004009	12008004000
12008004009	12008000000
12008004011	12008004011
12008004011	12008004000
12008004011	12008000000
12008004012	12008004012
12008004012	12008004000
12008004012	12008000000
12008004013	12008004013
12008004013	12008004000
12008004013	12008000000
12008004014	12008004014
12008004014	12008004000
12008004014	12008000000
12008004015	12008004015
12008004015	12008004000
12008004015	12008000000
12008004016	12008004016
12008004016	12008004000
